"","CellPop","SampleA","SampleB","lowExpression","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Gas7_ENSMUSG00000033066","CD11b+","Nb","PBS",FALSE,166.440712422928,-0.675532477627339,0.156142336305644,-4.32638894492398,1.51573684118334e-05,0.00040827580868061
"Nav1_ENSMUSG00000090399","CD11b+","Nb","PBS",FALSE,475.638055979669,-0.67445132228925,0.134946788328765,-4.99790569780819,5.79563137666333e-07,2.52328667955672e-05
"Ifi35_ENSMUSG00000010358","CD11b+","Nb","PBS",FALSE,663.37348163013,0.673601227838554,0.116041032160364,5.80485381160401,6.44221868585117e-09,5.06775668781872e-07
"Gbp5_ENSMUSG00000040264","CD11b+","Nb","PBS",FALSE,3199.14475982708,0.6727621549074,0.0808088971655742,8.32534756078823,8.40816735364876e-17,3.6378461566021e-14
"Trerf1_ENSMUSG00000064043","CD11b+","Nb","PBS",FALSE,384.075572928408,-0.672242548794883,0.151162790726152,-4.44714301426683,8.70199057887992e-06,0.000261247670871906
"Gfra2_ENSMUSG00000022103","CD11b+","Nb","PBS",FALSE,109.350199303599,-0.670710702084059,0.193334409747239,-3.469173971467,0.00052206127585606,0.00751909809233789
"Nfic_ENSMUSG00000055053","CD11b+","Nb","PBS",FALSE,228.150238691763,-0.669288162673691,0.145719368895174,-4.59299383292798,4.36931979713062e-06,0.000144031506169699
"Lrp8_ENSMUSG00000028613","CD11b+","Nb","PBS",FALSE,456.211029645409,0.668172669632633,0.168040259941114,3.97626538941787,7.00059971700662e-05,0.0014487788203581
"Asap1_ENSMUSG00000022377","CD11b+","Nb","PBS",FALSE,2771.17623199689,-0.668046198807158,0.121388769495548,-5.5033608264038,3.72618698989552e-08,2.46837602273222e-06
"Tcirg1_ENSMUSG00000001750","CD11b+","Nb","PBS",FALSE,1026.78964211285,0.665074790324059,0.127799005871758,5.20406857461349,1.94972006272892e-07,9.99773121054886e-06
"Stat4_ENSMUSG00000062939","CD11b+","Nb","PBS",FALSE,1058.70460320085,0.663189241937311,0.152756873698455,4.34146906702514,1.41533206772445e-05,0.000385797106609198
