"","CellPop","SampleA","SampleB","lowExpression","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Gm26667_ENSMUSG00000097418","TN","DBP+FITC","UT",FALSE,1144.76134443931,-0.740200951496731,0.163064698208654,-4.53930838267388,5.64390426435676e-06,0.000140776795208629
"Phf11a_ENSMUSG00000044703","TN","DBP+FITC","UT",FALSE,377.674919655014,-0.739702046598177,0.152400662944781,-4.85366685620121,1.21199274817574e-06,3.77886581062795e-05
"Scube3_ENSMUSG00000038677","TN","DBP+FITC","UT",FALSE,1836.55494734589,-0.738262155672128,0.100189311690974,-7.36867179953523,1.72336343865813e-13,3.71243818567664e-11
"Acp2_ENSMUSG00000002103","TN","DBP+FITC","UT",FALSE,1176.94765223357,0.733505867134618,0.0832582308898851,8.81001024517002,1.25134422254177e-18,6.44605493420647e-16
"Igtp_ENSMUSG00000078853","TN","DBP+FITC","UT",FALSE,117.606787297156,0.733280786233421,0.182672159408862,4.01419016781955,5.9650240930162e-05,0.000985684873836205
"Irs2_ENSMUSG00000038894","TN","DBP+FITC","UT",FALSE,1242.48344127086,-0.732512012378102,0.138164807589512,-5.3017264320622,1.14712652083897e-07,4.87138172720435e-06
"Zfp712_ENSMUSG00000090641","TN","DBP+FITC","UT",FALSE,73.8669196115796,0.731395238237861,0.210200578587576,3.47951106106561,0.000502329632348768,0.00548534698992462
"Gpm6b_ENSMUSG00000031342","TN","DBP+FITC","UT",FALSE,85.8147748488579,-0.730423846332175,0.223295676057546,-3.27110609228249,0.0010712771336342,0.00993741886442385
"Nrip1_ENSMUSG00000048490","TN","DBP+FITC","UT",FALSE,1594.39421203292,-0.728599274838642,0.137067124609616,-5.31563842835239,1.06284012873533e-07,4.61264829496564e-06
"F11r_ENSMUSG00000038235","TN","DBP+FITC","UT",FALSE,460.654514568193,-0.726504761801026,0.161743248725698,-4.49171614595866,7.06515477873144e-06,0.000170484630994725
"Cmtr1_ENSMUSG00000024019","TN","DBP+FITC","UT",FALSE,470.601081696573,-0.72640066477324,0.151887038496316,-4.78250594629151,1.73123264397484e-06,5.1666610493234e-05
"Sema4c_ENSMUSG00000026121","TN","DBP+FITC","UT",FALSE,177.741083249608,-0.725730897585843,0.192585753627442,-3.76835193630041,0.000164328910927072,0.00221750448367193
