"","CellPop","SampleA","SampleB","lowExpression","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Rasa4_ENSMUSG00000004952","TN","Nb","PBS",FALSE,2171.36135356565,-0.612767135743826,0.0804733748162044,-7.61453259718936,2.64647388546742e-14,2.26364426615744e-12
"Trim7_ENSMUSG00000040350","TN","Nb","PBS",FALSE,1607.73682196617,-0.612546202388572,0.0946371752892304,-6.47257486834858,9.63467540860956e-11,4.57442957429958e-09
"1500012F01Rik_ENSMUSG00000074578","TN","Nb","PBS",FALSE,823.396123754062,0.611164478915715,0.121098940177523,5.04681938603086,4.49225647284553e-07,9.35608434539669e-06
"Il21r_ENSMUSG00000030745","TN","Nb","PBS",FALSE,2557.29729384263,0.610546836079181,0.12375613877988,4.9334670756425,8.07826645393222e-07,1.60207036489045e-05
"Kit_ENSMUSG00000005672","TN","Nb","PBS",FALSE,138.326552128582,-0.610367128594239,0.175112645107533,-3.48556855057169,0.000491092376966831,0.00368319282725123
"Bcl7c_ENSMUSG00000030814","TN","Nb","PBS",FALSE,326.781661277933,0.610095367609904,0.130834504639842,4.66310755935033,3.11469852364114e-06,5.13238190549985e-05
"Ywhah_ENSMUSG00000018965","TN","Nb","PBS",FALSE,1105.48301307533,0.609902617507542,0.0852696221954974,7.15263656392449,8.51267718114406e-13,5.67765165563805e-11
"Mxd4_ENSMUSG00000037235","TN","Nb","PBS",FALSE,832.714007637094,-0.60962317724984,0.0815788415265245,-7.47280993260523,7.85001946824455e-14,6.15101175815946e-12
"Rffl_ENSMUSG00000020696","TN","Nb","PBS",FALSE,251.696252268846,0.608268254352946,0.113153235867691,5.3756151972904,7.63216360880489e-08,1.94343772467813e-06
"Irf1_ENSMUSG00000018899","TN","Nb","PBS",FALSE,11776.6903620607,0.607527851595821,0.0893411405446608,6.80009061773868,1.0455336524953e-11,5.82845998816412e-10
"Psmb8_ENSMUSG00000024338","TN","Nb","PBS",FALSE,7598.7956803682,0.606526875126845,0.0933530984465954,6.49712634309424,8.18687063440104e-11,3.93707662911861e-09
"Camta2_ENSMUSG00000040712","TN","Nb","PBS",FALSE,951.090092011191,-0.605998795270098,0.116364723028314,-5.20775351411825,1.91140595125962e-07,4.45266188853723e-06
"Elmsan1_ENSMUSG00000042507","TN","Nb","PBS",FALSE,747.260507316536,-0.60589732168813,0.0959560840735787,-6.31431896724267,2.71353757073957e-10,1.18172215956918e-08
"Txnrd1_ENSMUSG00000020250","TN","Nb","PBS",FALSE,990.102094044499,0.604611457069558,0.134395781009037,4.49873837206917,6.83579201042656e-06,0.000101855118985146
"Dhx58_ENSMUSG00000017830","TN","Nb","PBS",FALSE,105.386745423419,0.603873451513394,0.187452629489122,3.22147228960816,0.00127533794440328,0.00803269346095489
"Mtap_ENSMUSG00000062937","TN","Nb","PBS",FALSE,88.0491060357151,0.603783523532312,0.169920313794662,3.5533333834467,0.000380382071266723,0.00298054622975079
"Phf6_ENSMUSG00000025626","TN","Nb","PBS",FALSE,380.498084609146,0.602449663392083,0.109302354269269,5.51177206950122,3.55238771409658e-08,1.02325203949749e-06
"Sugt1_ENSMUSG00000022024","TN","Nb","PBS",FALSE,1375.04348345576,0.601592761304786,0.0764017675609552,7.87406863100151,3.43290471925655e-15,3.31600839476463e-13
"Pkp3_ENSMUSG00000054065","TN","Nb","PBS",FALSE,217.972335546479,0.600713730743956,0.125619691506747,4.78200291322712,1.73557163285374e-06,3.06736279907352e-05
"Rin2_ENSMUSG00000001768","TN","Nb","PBS",FALSE,149.410804518509,0.600198404344141,0.165975483140932,3.61618711984411,0.000298974294606899,0.00246505295884497
"Arhgap39_ENSMUSG00000033697","TN","Nb","PBS",FALSE,101.439089576638,-0.600133276216801,0.159253958156706,-3.76840414620193,0.000164294550705068,0.00148821377578843
"Tmsb10_ENSMUSG00000079523","TN","Nb","PBS",FALSE,1330.51760750604,0.598769401623661,0.106680919485093,5.61271316851865,1.99178608474998e-08,6.03188191341175e-07
"Kif3b_ENSMUSG00000027475","TN","Nb","PBS",FALSE,674.271142311556,0.598513700197444,0.0873331366895615,6.8532257386443,7.22030106948348e-12,4.12772823895727e-10
"Capn15_ENSMUSG00000037326","TN","Nb","PBS",FALSE,169.099674191709,-0.598186264486969,0.141742764707251,-4.22022433189049,2.44059332872273e-05,0.000302844388132206
"Pole4_ENSMUSG00000030042","TN","Nb","PBS",FALSE,287.833227300432,0.598179905877484,0.104866914469497,5.70418142751285,1.16903510481994e-08,3.73191975769442e-07
"Rassf4_ENSMUSG00000042129","TN","Nb","PBS",FALSE,4927.01183804317,-0.597705981262811,0.109870930072794,-5.44007392006972,5.32584684592387e-08,1.43797864839944e-06
"Ucp2_ENSMUSG00000033685","TN","Nb","PBS",FALSE,3543.69203796093,-0.597670951669051,0.0702317309032481,-8.50998464629055,1.73956387874173e-17,2.40639669892606e-15
"Tbc1d24_ENSMUSG00000036473","TN","Nb","PBS",FALSE,133.043329082636,-0.597414521695267,0.160537165907459,-3.72134713054325,0.000198162813030348,0.00174286838304949
"Gm15987_ENSMUSG00000085786","TN","Nb","PBS",FALSE,558.120550070796,-0.595313504362768,0.136354278081971,-4.36593198788298,1.26581864836324e-05,0.000175755860655639
"Mroh1_ENSMUSG00000022558","TN","Nb","PBS",FALSE,624.782546116444,-0.594339340496961,0.115737691533253,-5.1352271902382,2.81803389210792e-07,6.21576176399e-06
"Ccdc23_ENSMUSG00000028643","TN","Nb","PBS",FALSE,73.2137896572229,0.593966647354854,0.187179897844344,3.17323951019991,0.00150748108506161,0.0091850601186054
"Gfer_ENSMUSG00000040888","TN","Nb","PBS",FALSE,379.148009923115,0.593754956392115,0.14600773899134,4.06659921243853,4.77041813219929e-05,0.000531337327746452
"Nt5dc3_ENSMUSG00000054027","TN","Nb","PBS",FALSE,114.953185433082,-0.592702603045979,0.187064077436044,-3.16844693631047,0.00153255722594929,0.00929464804841397
"Parp9_ENSMUSG00000022906","TN","Nb","PBS",FALSE,1301.67838706307,0.592534206227669,0.0948400358772611,6.24772229097959,4.16481316465282e-10,1.74781765954812e-08
"Kcnq1ot1_ENSMUSG00000101609","TN","Nb","PBS",FALSE,953.090172144535,-0.592169380512966,0.140100083266268,-4.22675966143087,2.37080655338528e-05,0.000296594587993642
"Tyms_ENSMUSG00000025747","TN","Nb","PBS",FALSE,96.7716214176648,0.591574864990241,0.163725563198656,3.61321013916719,0.000302429406636593,0.00248804809204333
"Lmnb1_ENSMUSG00000024590","TN","Nb","PBS",FALSE,270.256001621686,0.591331534761853,0.168895665244205,3.50116466225968,0.000463229534796656,0.00350708576851117
"Adam22_ENSMUSG00000040537","TN","Nb","PBS",FALSE,682.968563929972,-0.591149300786651,0.0894254149171225,-6.61052902393034,3.82949024557993e-11,1.93684546683117e-09
"Ddhd1_ENSMUSG00000037697","TN","Nb","PBS",FALSE,4055.09177927757,-0.591074101675466,0.101652596010157,-5.81464836979085,6.0761472557401e-09,2.04454144145849e-07
"Rnf152_ENSMUSG00000047496","TN","Nb","PBS",FALSE,355.525903319861,-0.59067168027077,0.156233102287293,-3.78070761972454,0.000156383243366041,0.00143042795258489
"Spen_ENSMUSG00000040761","TN","Nb","PBS",FALSE,557.018497142763,-0.590265585262701,0.150704796384762,-3.91670072501011,8.97690754279017e-05,0.00090211882526425
"Fam49b_ENSMUSG00000022378","TN","Nb","PBS",FALSE,1023.6488236209,0.590229082621699,0.0857113319294152,6.88624326953363,5.72849976863474e-12,3.32579481386281e-10
"Rpph1_ENSMUSG00000092837","TN","Nb","PBS",FALSE,43725.3703588996,0.589129594552167,0.110965249759477,5.30913593065522,1.10146165697482e-07,2.71847530096978e-06
"Gm2a_ENSMUSG00000000594","TN","Nb","PBS",FALSE,542.94372010098,-0.588642750283548,0.143566425589019,-4.10014213189809,4.1289647359411e-05,0.000471630358684497
"Atf7ip_ENSMUSG00000030213","TN","Nb","PBS",FALSE,2300.55378446854,-0.588535890174437,0.108448832823644,-5.42685315139811,5.73562793447898e-08,1.52293154042268e-06
"Fads1_ENSMUSG00000010663","TN","Nb","PBS",FALSE,178.997311599518,-0.588381484933358,0.1346129227339,-4.37091382449556,1.23727620873812e-05,0.000172863839387913
"Dnmt1_ENSMUSG00000004099","TN","Nb","PBS",FALSE,1170.58077229743,0.588371532081589,0.106258986620164,5.53714608802733,3.07440103880662e-08,9.01797477482413e-07
"Nup54_ENSMUSG00000034826","TN","Nb","PBS",FALSE,656.06925700391,0.58793185307364,0.102916589369979,5.71270245810478,1.11196002813453e-08,3.59063749718947e-07
"Ift122_ENSMUSG00000030323","TN","Nb","PBS",FALSE,196.970258710269,-0.587785318204132,0.120350942960024,-4.88392781766048,1.0399315763506e-06,1.97834181884693e-05
